Timestamp;Company;shape;Accept
2023-08-17 00:31:18;PLXS;(395, 14);Yes
2023-08-17 00:31:21;AMPH;(395, 14);Yes
2023-08-17 00:31:23;SDGR;(395, 14);Yes
2023-08-17 00:31:26;CATY;(395, 14);Yes
2023-08-17 00:31:29;AKRO;(395, 14);Yes
2023-08-17 00:31:32;WSFS;(395, 14);Yes
2023-08-17 00:31:34;SHOO;(395, 14);Yes
2023-08-17 00:31:36;PRGS;(395, 14);Yes
2023-08-17 00:31:38;MARA;(395, 14);Yes
2023-08-17 00:31:41;MORF;(395, 14);Yes
2023-08-17 00:31:44;CVBF;(395, 14);Yes
2023-08-17 00:31:46;SPT;(395, 14);Yes
2023-08-17 00:31:48;ACIW;(395, 14);Yes
2023-08-17 00:31:50;ACVA;(395, 14);Yes
2023-08-17 00:31:53;ENVX;(395, 14);Yes
2023-08-17 00:31:55;EBC;(395, 14);Yes
2023-08-17 00:31:57;PSEC;(395, 14);Yes
2023-08-17 00:31:59;DRVN;(395, 14);Yes
2023-08-17 00:32:02;ARLP;(395, 14);Yes
2023-08-17 00:32:06;ARCB;(395, 14);Yes
2023-08-17 00:32:08;CVCO;(395, 14);Yes
2023-08-17 00:32:10;BGC;(395, 14);Yes
2023-08-17 00:32:12;MRVI;(395, 14);Yes
2023-08-17 00:32:14;FHB;(395, 14);Yes
2023-08-17 00:32:16;GBDC;(395, 14);Yes
2023-08-17 00:32:18;UCBIO;(395, 14);No
2023-08-17 00:32:21;INDB;(395, 14);Yes
2023-08-17 00:32:23;LAZR;(395, 14);Yes
2023-08-17 00:32:25;MGRC;(395, 14);Yes
2023-08-17 00:32:27;STRL;(395, 14);Yes
2023-08-17 00:32:30;FORM;(395, 14);Yes
2023-08-17 00:32:32;FTAIO;(395, 14);No
2023-08-17 00:32:34;ICFI;(395, 14);Yes
2023-08-17 00:32:37;ATRC;(395, 14);Yes
2023-08-17 00:32:39;NMIH;(395, 14);Yes
2023-08-17 00:32:41;NUVL;(395, 14);Yes
2023-08-17 00:32:43;FTAIP;(395, 14);No
2023-08-17 00:32:45;MYRG;(395, 14);Yes
2023-08-17 00:32:48;AVAV;(395, 14);Yes
2023-08-17 00:32:50;CENT;(395, 14);Yes
2023-08-17 00:32:52;PSMT;(395, 14);Yes
2023-08-17 00:32:54;XRX;(395, 14);Yes
2023-08-17 00:32:57;SFNC;(395, 14);Yes
2023-08-17 00:32:59;GSHD;(395, 14);Yes
2023-08-17 00:33:01;LZ;(395, 14);Yes
2023-08-17 00:33:03;BMBL;(395, 14);Yes
2023-08-17 00:33:05;MRTX;(395, 14);Yes
2023-08-17 00:33:07;XPEL;(395, 14);Yes
2023-08-17 00:33:09;PPBI;(395, 14);Yes
2023-08-17 00:33:11;VIAV;(395, 14);Yes
2023-08-17 00:33:13;OPEN;(395, 14);Yes
2023-08-17 00:33:15;VRNT;(395, 14);Yes
2023-08-17 00:33:17;SOVO;(395, 14);Yes
2023-08-17 00:33:19;JSM;(395, 14);No
2023-08-17 00:33:22;FBIOP;(395, 14);No
2023-08-17 00:33:24;CALM;(395, 14);Yes
2023-08-17 00:33:26;LAUR;(395, 14);Yes
2023-08-17 00:33:28;FULT;(395, 14);Yes
2023-08-17 00:33:30;INTA;(395, 14);Yes
2023-08-17 00:33:32;PCTTU;(395, 14);No
2023-08-17 00:33:34;CENTA;(395, 14);Yes
2023-08-17 00:33:36;FA;(395, 14);Yes
2023-08-17 00:33:39;IDCC;(395, 14);Yes
2023-08-17 00:33:41;CRCT;(395, 14);Yes
2023-08-17 00:33:43;JAMF;(395, 14);Yes
2023-08-17 00:33:45;IAS;(395, 14);Yes
2023-08-17 00:33:47;JBLU;(395, 14);Yes
2023-08-17 00:33:49;ROCK;(395, 14);Yes
2023-08-17 00:33:52;TRIP;(395, 14);Yes
2023-08-17 00:33:54;CRDO;(378, 14);Yes
2023-08-17 00:33:56;BLMN;(395, 14);Yes
2023-08-17 00:33:58;VCTR;(395, 14);Yes
2023-08-17 00:34:00;DNUT;(395, 14);Yes
2023-08-17 00:34:02;WOOF;(395, 14);Yes
2023-08-17 00:34:04;NAVI;(395, 14);Yes
2023-08-17 00:34:07;RDNT;(395, 14);Yes
2023-08-17 00:34:09;PRFT;(395, 14);Yes
2023-08-17 00:34:11;HTIBP;(395, 14);No
2023-08-17 00:34:13;NUVA;(395, 14);Yes
2023-08-17 00:34:15;FFBC;(395, 14);Yes
2023-08-17 00:34:17;AVDX;(395, 14);Yes
2023-08-17 00:34:19;PAYO;(395, 14);Yes
2023-08-17 00:34:22;STAA;(395, 14);Yes
2023-08-17 00:34:24;KTOS;(395, 14);Yes
2023-08-17 00:34:26;CARG;(395, 14);Yes
2023-08-17 00:34:28;TBBK;(395, 14);Yes
2023-08-17 00:34:30;TMDX;(395, 14);Yes
2023-08-17 00:34:33;MRCY;(395, 14);Yes
2023-08-17 00:34:35;NYMTM;(395, 14);No
2023-08-17 00:34:38;HWCPZ;(395, 14);No
2023-08-17 00:34:40;THRM;(395, 14);Yes
2023-08-17 00:34:42;NTCT;(395, 14);Yes
2023-08-17 00:34:44;SNEX;(395, 14);Yes
2023-08-17 00:34:46;RXRX;(395, 14);Yes
2023-08-17 00:34:49;EVCM;(395, 14);Yes
2023-08-17 00:34:51;BEAM;(395, 14);Yes
2023-08-17 00:34:53;ZNTL;(395, 14);Yes
2023-08-17 00:34:55;SBCF;(395, 14);Yes
2023-08-17 00:34:57;OSIS;(395, 14);Yes
2023-08-17 00:34:59;SATS;(395, 14);Yes
2023-08-17 00:35:01;WAFD;(395, 14);Yes
2023-08-17 00:35:03;HRMY;(395, 14);Yes
2023-08-17 00:35:05;HTIA;(395, 14);No
2023-08-17 00:35:07;GPRE;(395, 14);Yes
2023-08-17 00:35:10;LILA;(395, 14);Yes
2023-08-17 00:35:12;CBRL;(395, 14);Yes
2023-08-17 00:35:14;NYMTN;(395, 14);No
2023-08-17 00:35:16;HURN;(395, 14);Yes
2023-08-17 00:35:18;LILAK;(395, 14);Yes
2023-08-17 00:35:20;ALGT;(395, 14);Yes
2023-08-17 00:35:22;VTYX;(395, 14);Yes
2023-08-17 00:35:24;HPK;(395, 14);Yes
2023-08-17 00:35:26;AHCO;(395, 14);Yes
2023-08-17 00:35:29;FWRD;(395, 14);Yes
2023-08-17 00:35:31;FRME;(395, 14);Yes
2023-08-17 00:35:33;TNDM;(395, 14);Yes
2023-08-17 00:35:36;TOWN;(395, 14);Yes
2023-08-17 00:35:38;CLBK;(395, 14);Yes
2023-08-17 00:35:41;UPWK;(395, 14);Yes
2023-08-17 00:35:42;ROAD;(395, 14);Yes
2023-08-17 00:35:45;HLMN;(395, 14);Yes
2023-08-17 00:35:47;AMEH;(395, 14);Yes
2023-08-17 00:35:49;VCYT;(395, 14);Yes
2023-08-17 00:35:51;DVAX;(395, 14);Yes
2023-08-17 00:35:54;MRTN;(395, 14);Yes
2023-08-17 00:35:56;ODP;(395, 14);Yes
2023-08-17 00:35:58;PATK;(395, 14);Yes
2023-08-17 00:36:00;SWTX;(395, 14);Yes
2023-08-17 00:36:02;SABR;(395, 14);Yes
2023-08-17 00:36:04;IBTX;(395, 14);Yes
2023-08-17 00:36:06;AGYS;(395, 14);Yes
2023-08-17 00:36:09;ROIC;(395, 14);Yes
2023-08-17 00:36:11;STRA;(395, 14);Yes
2023-08-17 00:36:13;ATEC;(395, 14);Yes
2023-08-17 00:36:15;SONO;(395, 14);Yes
2023-08-17 00:36:17;PCT;(395, 14);Yes
2023-08-17 00:36:19;MXL;(395, 14);Yes
2023-08-17 00:36:21;NEO;(395, 14);Yes
2023-08-17 00:36:23;VIR;(395, 14);Yes
2023-08-17 00:36:25;SKYW;(395, 14);Yes
2023-08-17 00:36:28;PLAY;(395, 14);Yes
2023-08-17 00:36:30;COHU;(395, 14);Yes
2023-08-17 00:36:32;IOVA;(395, 14);Yes
2023-08-17 00:36:34;HEES;(395, 14);Yes
2023-08-17 00:36:36;PLUS;(395, 14);Yes
2023-08-17 00:36:38;CAKE;(395, 14);Yes
2023-08-17 00:36:41;CSGS;(395, 14);Yes
2023-08-17 00:36:43;UPBD;(395, 14);Yes
2023-08-17 00:36:45;ANDE;(395, 14);Yes
2023-08-17 00:36:47;SNCRL;(395, 14);No
2023-08-17 00:36:49;OLPX;(395, 14);Yes
2023-08-17 00:36:52;RNST;(395, 14);Yes
2023-08-17 00:36:54;VECO;(395, 14);Yes
2023-08-17 00:36:56;SUPN;(395, 14);Yes
2023-08-17 00:36:59;RVNC;(395, 14);Yes
2023-08-17 00:37:01;PNFPP;(395, 14);No
2023-08-17 00:37:03;PCRX;(395, 14);Yes
2023-08-17 00:37:05;NYMTL;(395, 14);No
2023-08-17 00:37:07;JACK;(395, 14);Yes
2023-08-17 00:37:11;ARHS;(395, 14);Yes
2023-08-17 00:37:13;TGTX;(395, 14);Yes
2023-08-17 00:37:15;UDMY;(395, 14);Yes
2023-08-17 00:37:17;GOGO;(395, 14);Yes
2023-08-17 00:37:19;PI;(395, 14);Yes
2023-08-17 00:37:22;NWLI;(395, 14);Yes
2023-08-17 00:37:24;NVEE;(395, 14);Yes
2023-08-17 00:37:26;SMTC;(395, 14);Yes
2023-08-17 00:37:28;CRSR;(395, 14);Yes
2023-08-17 00:37:30;ACLX;(373, 14);Yes
2023-08-17 00:37:33;WSBC;(395, 14);Yes
2023-08-17 00:37:35;RILY;(395, 14);Yes
2023-08-17 00:37:37;TFIN;(395, 14);Yes
2023-08-17 00:37:40;ULCC;(395, 14);Yes
2023-08-17 00:37:42;BANR;(395, 14);Yes
2023-08-17 00:37:44;NBTB;(395, 14);Yes
2023-08-17 00:37:46;ATSG;(395, 14);Yes
2023-08-17 00:37:48;TWKS;(395, 14);Yes
2023-08-17 00:37:50;NYMTZ;(375, 14);No
2023-08-17 00:37:52;CPRX;(395, 14);Yes
2023-08-17 00:37:54;IMKTA;(395, 14);Yes
2023-08-17 00:37:56;IRWD;(395, 14);Yes
2023-08-17 00:37:59;BHFAO;(395, 14);No
2023-08-17 00:38:01;COCO;(395, 14);Yes
2023-08-17 00:38:04;ERII;(395, 14);Yes
2023-08-17 00:38:06;ADUS;(395, 14);Yes
2023-08-17 00:38:08;OCSL;(395, 14);Yes
2023-08-17 00:38:11;TRMK;(395, 14);Yes
2023-08-17 00:38:13;AGIO;(395, 14);Yes
2023-08-17 00:38:15;VCEL;(395, 14);Yes
2023-08-17 00:38:17;BHFAL;(395, 14);No
2023-08-17 00:38:19;EFSC;(395, 14);Yes
2023-08-17 00:38:21;PTVE;(395, 14);Yes
2023-08-17 00:38:23;GERN;(395, 14);Yes
2023-08-17 00:38:26;GCMG;(395, 14);Yes
2023-08-17 00:38:28;MLKN;(395, 14);Yes
2023-08-17 00:38:30;TTMI;(395, 14);Yes
2023-08-17 00:38:32;UCTT;(395, 14);Yes
2023-08-17 00:38:34;NWBI;(395, 14);Yes
2023-08-17 00:38:37;RYTM;(395, 14);Yes
2023-08-17 00:38:39;EYE;(395, 14);Yes
2023-08-17 00:38:41;RADI;(395, 14);Yes
2023-08-17 00:38:43;MDRX;(395, 14);Yes
2023-08-17 00:38:45;NVTS;(395, 14);Yes
2023-08-17 00:38:47;SEAT;(395, 14);Yes
2023-08-17 00:38:50;PRCT;(395, 14);Yes
2023-08-17 00:38:52;VKTX;(395, 14);Yes
2023-08-17 00:38:54;CLDX;(395, 14);Yes
2023-08-17 00:38:56;MYGN;(395, 14);Yes
2023-08-17 00:38:58;TH;(395, 14);Yes
2023-08-17 00:39:00;BHFAP;(395, 14);No
2023-08-17 00:39:02;ALKT;(395, 14);Yes
2023-08-17 00:39:05;VRTS;(395, 14);Yes
2023-08-17 00:39:08;WTFCP;(395, 14);No
2023-08-17 00:39:10;PLAB;(395, 14);Yes
2023-08-17 00:39:12;MSEX;(395, 14);Yes
2023-08-17 00:39:14;OSTK;(395, 14);Yes
2023-08-17 00:39:16;SCHL;(395, 14);Yes
2023-08-17 00:39:18;IDYA;(395, 14);Yes
2023-08-17 00:39:21;SPWR;(395, 14);Yes
2023-08-17 00:39:23;SYBT;(395, 14);Yes
2023-08-17 00:39:25;CHCO;(395, 14);Yes
2023-08-17 00:39:27;SVC;(395, 14);Yes
2023-08-17 00:39:29;LKFN;(395, 14);Yes
2023-08-17 00:39:32;NKLA;(395, 14);Yes
2023-08-17 00:39:34;CSSEN;(395, 14);No
2023-08-17 00:39:36;MNKD;(395, 14);Yes
2023-08-17 00:39:39;AMLX;(392, 14);Yes
2023-08-17 00:39:41;XNCR;(395, 14);Yes
2023-08-17 00:39:43;OCFCP;(395, 14);No
2023-08-17 00:39:45;IESC;(395, 14);Yes
2023-08-17 00:39:47;NSSC;(395, 14);Yes
2023-08-17 00:39:49;WTFCM;(395, 14);No
2023-08-17 00:39:51;TTEC;(395, 14);Yes
2023-08-17 00:39:54;SMMT;(395, 14);Yes
2023-08-17 00:39:56;WSBCP;(395, 14);No
2023-08-17 00:39:58;PLMR;(395, 14);Yes
2023-08-17 00:40:01;RLAY;(395, 14);Yes
2023-08-17 00:40:03;PDFS;(395, 14);Yes
2023-08-17 00:40:06;AMPL;(395, 14);Yes
2023-08-17 00:40:08;BCRX;(395, 14);Yes
2023-08-17 00:40:10;OPK;(395, 14);Yes
2023-08-17 00:40:12;MNTK;(395, 14);Yes
2023-08-17 00:40:14;METCL;(395, 14);No
2023-08-17 00:40:17;CNXN;(395, 14);Yes
2023-08-17 00:40:19;HTLF;(395, 14);Yes
2023-08-17 00:40:21;UNIT;(395, 14);Yes
2023-08-17 00:40:23;RCKT;(395, 14);Yes
2023-08-17 00:40:25;ARVN;(395, 14);Yes
2023-08-17 00:40:27;MBIN;(395, 14);Yes
2023-08-17 00:40:29;LESL;(395, 14);Yes
2023-08-17 00:40:31;MATW;(395, 14);Yes
2023-08-17 00:40:33;EVGO;(395, 14);Yes
2023-08-17 00:40:35;LNZA;(395, 14);No
2023-08-17 00:40:38;MCRI;(395, 14);Yes
2023-08-17 00:40:41;STER;(395, 14);Yes
2023-08-17 00:40:44;CLMT;(395, 14);Yes
2023-08-17 00:40:46;WINA;(395, 14);Yes
2023-08-17 00:40:48;AEHR;(395, 14);Yes
2023-08-17 00:40:50;NMRK;(395, 14);Yes
2023-08-17 00:40:52;SAGE;(395, 14);Yes
2023-08-17 00:40:54;SNDX;(395, 14);Yes
2023-08-17 00:40:56;UFPT;(395, 14);Yes
2023-08-17 00:40:58;NMFC;(395, 14);Yes
2023-08-17 00:41:03;CASH;(395, 14);Yes
2023-08-17 00:41:05;ALHC;(395, 14);Yes
2023-08-17 00:41:07;ANGI;(395, 14);Yes
2023-08-17 00:41:11;TWST;(395, 14);Yes
2023-08-17 00:41:13;LMAT;(395, 14);Yes
2023-08-17 00:41:15;WABC;(395, 14);Yes
2023-08-17 00:41:17;TCBK;(395, 14);Yes
2023-08-17 00:41:19;AMWD;(395, 14);Yes
2023-08-17 00:41:21;ANIP;(395, 14);Yes
2023-08-17 00:41:23;KALU;(395, 14);Yes
2023-08-17 00:41:26;ETNB;(395, 14);Yes
2023-08-17 00:41:28;KFRC;(395, 14);Yes
2023-08-17 00:41:30;HTLD;(395, 14);Yes
2023-08-17 00:41:32;INDI;(395, 14);Yes
2023-08-17 00:41:34;USLM;(395, 14);Yes
2023-08-17 00:41:37;HOPE;(395, 14);Yes
2023-08-17 00:41:39;CTKB;(395, 14);Yes
2023-08-17 00:41:41;JBSS;(395, 14);Yes
2023-08-17 00:41:43;SGH;(395, 14);Yes
2023-08-17 00:41:46;DCPH;(395, 14);Yes
2023-08-17 00:41:48;TRUP;(395, 14);Yes
2023-08-17 00:41:50;HLIT;(395, 14);Yes
2023-08-17 00:41:52;IRON;(395, 14);Yes
2023-08-17 00:41:54;DSGR;(395, 14);Yes
2023-08-17 00:41:56;KNSA;(395, 14);Yes
2023-08-17 00:41:58;EVLV;(395, 14);Yes
2023-08-17 00:42:00;ASTE;(395, 14);Yes
2023-08-17 00:42:02;CBAY;(395, 14);Yes
2023-08-17 00:42:05;ECPG;(395, 14);Yes
2023-08-17 00:42:07;EMBC;(342, 14);Yes
2023-08-17 00:42:09;CHEF;(395, 14);Yes
2023-08-17 00:42:11;MGNI;(395, 14);Yes
2023-08-17 00:42:13;HWKN;(395, 14);Yes
2023-08-17 00:42:15;DAWN;(395, 14);Yes
2023-08-17 00:42:17;AVID;(395, 14);Yes
2023-08-17 00:42:19;TVTX;(395, 14);Yes
2023-08-17 00:42:22;BUSE;(395, 14);Yes
2023-08-17 00:42:24;STBA;(395, 14);Yes
2023-08-17 00:42:26;LGND;(395, 14);Yes
2023-08-17 00:42:28;MBUU;(395, 14);Yes
2023-08-17 00:42:30;REPL;(395, 14);Yes
2023-08-17 00:42:32;AVPT;(395, 14);Yes
2023-08-17 00:42:35;RDFN;(395, 14);Yes
2023-08-17 00:42:37;DH;(395, 14);Yes
2023-08-17 00:42:39;SRCE;(395, 14);Yes
2023-08-17 00:42:41;SHEN;(395, 14);Yes
2023-08-17 00:42:43;ROVR;(395, 14);Yes
2023-08-17 00:42:46;DMLP;(395, 14);Yes
2023-08-17 00:42:48;VBTX;(395, 14);Yes
2023-08-17 00:42:50;NXGN;(395, 14);Yes
2023-08-17 00:42:52;EWCZ;(395, 14);Yes
2023-08-17 00:42:54;GDEN;(395, 14);Yes
2023-08-17 00:42:57;APOG;(395, 14);Yes
2023-08-17 00:42:59;KYMR;(395, 14);Yes
2023-08-17 00:43:01;BHFAN;(395, 14);No
2023-08-17 00:43:03;HCCI;(395, 14);Yes
2023-08-17 00:43:05;DGII;(395, 14);Yes
2023-08-17 00:43:07;PTGX;(395, 14);Yes
2023-08-17 00:43:09;EQRX;(395, 14);Yes
2023-08-17 00:43:11;VERV;(395, 14);Yes
2023-08-17 00:43:14;PRDO;(395, 14);Yes
2023-08-17 00:43:16;MNRO;(395, 14);Yes
2023-08-17 00:43:18;TRS;(395, 14);Yes
2023-08-17 00:43:20;PLRX;(395, 14);Yes
2023-08-17 00:43:22;OCFC;(395, 14);Yes
2023-08-17 00:43:25;CRNC;(395, 14);Yes
2023-08-17 00:43:27;CMCO;(395, 14);Yes
2023-08-17 00:43:29;HAIN;(395, 14);Yes
2023-08-17 00:43:31;ADEA;(395, 14);Yes
2023-08-17 00:43:33;SASR;(395, 14);Yes
2023-08-17 00:43:35;SANA;(395, 14);Yes
2023-08-17 00:43:37;DCGO;(395, 14);Yes
2023-08-17 00:43:40;TMCI;(395, 14);Yes
2023-08-17 00:43:42;RXST;(395, 14);Yes
2023-08-17 00:43:44;PTLO;(395, 14);Yes
2023-08-17 00:43:46;KROS;(395, 14);Yes
2023-08-17 00:43:48;FRG;(395, 14);Yes
2023-08-17 00:43:50;NRC;(395, 14);Yes
2023-08-17 00:43:52;SAFT;(395, 14);Yes
2023-08-17 00:43:54;ACCD;(395, 14);Yes
2023-08-17 00:43:56;KRUS;(395, 14);Yes
2023-08-17 00:43:58;ADMA;(395, 14);Yes
2023-08-17 00:44:00;COGT;(395, 14);Yes
2023-08-17 00:44:02;MBINP;(395, 14);No
2023-08-17 00:44:04;IRBT;(395, 14);Yes
2023-08-17 00:44:06;SSYS;(395, 14);Yes
2023-08-17 00:44:08;AMSF;(395, 14);Yes
2023-08-17 00:44:10;CLSK;(395, 14);Yes
2023-08-17 00:44:13;FLGT;(395, 14);Yes
2023-08-17 00:44:15;LPRO;(395, 14);Yes
2023-08-17 00:44:17;HTLFP;(395, 14);No
2023-08-17 00:44:19;ICHR;(395, 14);Yes
2023-08-17 00:44:21;MIRM;(395, 14);Yes
2023-08-17 00:44:23;PACW;(395, 14);Yes
2023-08-17 00:44:25;TASK;(395, 14);Yes
2023-08-17 00:44:27;RTL;(395, 14);Yes
2023-08-17 00:44:29;ARKO;(395, 14);Yes
2023-08-17 00:44:31;SBSI;(395, 14);Yes
2023-08-17 00:44:34;AUROW;(395, 14);No
2023-08-17 00:44:36;PEBO;(395, 14);Yes
2023-08-17 00:44:38;BHFAM;(395, 14);No
2023-08-17 00:44:40;INFN;(395, 14);Yes
2023-08-17 00:44:42;SLP;(395, 14);Yes
2023-08-17 00:44:44;POWL;(395, 14);Yes
2023-08-17 00:44:46;FBMS;(395, 14);Yes
2023-08-17 00:44:48;HCSG;(395, 14);Yes
2023-08-17 00:44:50;QTRX;(395, 14);Yes
2023-08-17 00:44:52;GIII;(395, 14);Yes
2023-08-17 00:44:55;LBAI;(395, 14);Yes
2023-08-17 00:44:57;WEST;(364, 14);Yes
2023-08-17 00:44:59;OXLC;(395, 14);Yes
2023-08-17 00:45:01;CIFR;(395, 14);Yes
2023-08-17 00:45:03;PWP;(395, 14);Yes
2023-08-17 00:45:05;CLNE;(395, 14);Yes
2023-08-17 00:45:07;ALTI;(395, 14);No
2023-08-17 00:45:09;EVBG;(395, 14);Yes
2023-08-17 00:45:11;CRNX;(395, 14);Yes
2023-08-17 00:45:13;APPS;(395, 14);Yes
2023-08-17 00:45:15;PFBC;(395, 14);Yes
2023-08-17 00:45:17;ATRI;(395, 14);Yes
2023-08-17 00:45:19;SBGI;(395, 14);Yes
2023-08-17 00:45:21;BRKL;(395, 14);Yes
2023-08-17 00:45:23;PNT;(395, 14);Yes
2023-08-17 00:45:25;KIDS;(395, 14);Yes
2023-08-17 00:45:27;ADPT;(395, 14);Yes
2023-08-17 00:45:30;IBCP;(395, 14);Yes
2023-08-17 00:45:32;WRLD;(395, 14);Yes
2023-08-17 00:45:34;RBCAA;(395, 14);Yes
2023-08-17 00:45:37;MFIC;(395, 14);Yes
2023-08-17 00:45:39;DCOM;(395, 14);Yes
2023-08-17 00:45:42;SNCY;(395, 14);Yes
2023-08-17 00:45:44;ADV;(395, 14);Yes
2023-08-17 00:45:47;ASTS;(395, 14);Yes
2023-08-17 00:45:49;CSWC;(395, 14);Yes
2023-08-17 00:45:51;SCHN;(395, 14);Yes
2023-08-17 00:45:54;GABC;(395, 14);Yes
2023-08-17 00:45:56;QCRH;(395, 14);Yes
2023-08-17 00:45:58;INVA;(395, 14);Yes
2023-08-17 00:46:00;FRGAP;(395, 14);No
2023-08-17 00:46:03;PHAT;(395, 14);Yes
2023-08-17 00:46:05;PLL;(394, 14);Yes
2023-08-17 00:46:08;SKIN;(395, 14);Yes
2023-08-17 00:46:10;KURA;(395, 14);Yes
2023-08-17 00:46:12;MDXG;(395, 14);Yes
2023-08-17 00:46:14;VRDN;(395, 14);Yes
2023-08-17 00:46:16;ARDX;(395, 14);Yes
2023-08-17 00:46:18;GDYN;(395, 14);Yes
2023-08-17 00:46:20;BFC;(395, 14);Yes
2023-08-17 00:46:22;RPAY;(395, 14);Yes
2023-08-17 00:46:24;SIBN;(395, 14);Yes
2023-08-17 00:46:26;HROWL;(395, 14);No
2023-08-17 00:46:28;THRY;(395, 14);Yes
2023-08-17 00:46:30;CFFN;(395, 14);Yes
2023-08-17 00:46:33;IBRX;(395, 14);Yes
2023-08-17 00:46:35;CCRN;(395, 14);Yes
2023-08-17 00:46:38;LANDM;(395, 14);No
2023-08-17 00:46:40;OFLX;(395, 14);Yes
2023-08-17 00:46:42;AMRK;(395, 14);Yes
2023-08-17 00:46:44;VREX;(395, 14);Yes
2023-08-17 00:46:46;SLRC;(395, 14);Yes
2023-08-17 00:46:48;BIGC;(395, 14);Yes
2023-08-17 00:46:50;NEXT;(395, 14);Yes
2023-08-17 00:46:52;BYND;(395, 14);Yes
2023-08-17 00:46:54;ACMR;(395, 14);Yes
2023-08-17 00:46:56;VSEC;(395, 14);Yes
2023-08-17 00:46:58;TTGT;(395, 14);Yes
2023-08-17 00:47:00;AVO;(395, 14);Yes
2023-08-17 00:47:03;NYMT;(395, 14);Yes
2023-08-17 00:47:05;COLL;(395, 14);Yes
2023-08-17 00:47:07;WW;(395, 14);Yes
2023-08-17 00:47:09;SP;(395, 14);Yes
2023-08-17 00:47:11;MTTR;(395, 14);Yes
2023-08-17 00:47:13;RAPT;(395, 14);Yes
2023-08-17 00:47:15;LWLG;(395, 14);Yes
2023-08-17 00:47:17;OM;(395, 14);Yes
2023-08-17 00:47:19;RGNX;(395, 14);Yes
2023-08-17 00:47:21;CNOB;(395, 14);Yes
2023-08-17 00:47:23;AVTA;(395, 14);Yes
2023-08-17 00:47:25;ULH;(395, 14);Yes
2023-08-17 00:47:27;SPTN;(395, 14);Yes
2023-08-17 00:47:30;CDMO;(395, 14);Yes
2023-08-17 00:47:32;GOODN;(395, 14);No
2023-08-17 00:47:34;BJRI;(395, 14);Yes
2023-08-17 00:47:36;VERA;(395, 14);Yes
2023-08-17 00:47:38;SNPO;(395, 14);Yes
2023-08-17 00:47:40;PLPC;(395, 14);Yes
2023-08-17 00:47:42;SSP;(395, 14);Yes
2023-08-17 00:47:44;COMM;(395, 14);Yes
2023-08-17 00:47:47;PRAA;(395, 14);Yes
2023-08-17 00:47:49;INNV;(395, 14);Yes
2023-08-17 00:47:51;EGBN;(395, 14);Yes
2023-08-17 00:47:53;SILK;(395, 14);Yes
2023-08-17 00:47:55;IIIV;(395, 14);Yes
2023-08-17 00:47:57;CGBD;(395, 14);Yes
2023-08-17 00:47:59;SAVA;(395, 14);Yes
2023-08-17 00:48:01;ELVN;(395, 14);Yes
2023-08-17 00:48:03;APLD;(395, 14);Yes
2023-08-17 00:48:05;XMTR;(395, 14);Yes
2023-08-17 00:48:07;FCEL;(395, 14);Yes
2023-08-17 00:48:10;PFC;(395, 14);Yes
2023-08-17 00:48:12;RMR;(395, 14);Yes
2023-08-17 00:48:14;CLOV;(395, 14);Yes
2023-08-17 00:48:16;MLAB;(395, 14);Yes
2023-08-17 00:48:18;AVXL;(395, 14);Yes
2023-08-17 00:48:20;CRAI;(395, 14);Yes
2023-08-17 00:48:22;CENX;(395, 14);Yes
2023-08-17 00:48:24;TRNS;(395, 14);Yes
2023-08-17 00:48:26;TCPC;(395, 14);Yes
2023-08-17 00:48:28;GOODO;(393, 14);No
2023-08-17 00:48:30;HCAT;(395, 14);Yes
2023-08-17 00:48:32;RILYL;(395, 14);No
2023-08-17 00:48:35;RILYM;(395, 14);No
2023-08-17 00:48:38;CRMT;(395, 14);Yes
2023-08-17 00:48:40;DHC;(395, 14);Yes
2023-08-17 00:48:42;BASE;(395, 14);Yes
2023-08-17 00:48:44;NRDS;(395, 14);Yes
2023-08-17 00:48:46;CNDT;(395, 14);Yes
2023-08-17 00:48:48;DWACU;(395, 14);No
2023-08-17 00:48:50;PRTC;(395, 14);No
2023-08-17 00:48:53;EDIT;(395, 14);Yes
2023-08-17 00:48:55;SCSC;(395, 14);Yes
2023-08-17 00:48:57;FDMT;(395, 14);Yes
2023-08-17 00:48:59;DMRC;(395, 14);Yes
2023-08-17 00:49:01;INBX;(395, 14);Yes
2023-08-17 00:49:03;LANDO;(395, 14);No
2023-08-17 00:49:05;LUNR;(395, 14);No
2023-08-17 00:49:07;OSBC;(395, 14);Yes
2023-08-17 00:49:09;CHUY;(395, 14);Yes
2023-08-17 00:49:11;ALLO;(395, 14);Yes
2023-08-17 00:49:13;CVLG;(395, 14);Yes
2023-08-17 00:49:16;SCVL;(395, 14);Yes
2023-08-17 00:49:18;CTBI;(395, 14);Yes
2023-08-17 00:49:20;KE;(395, 14);Yes
2023-08-17 00:49:22;NVAX;(395, 14);Yes
2023-08-17 00:49:24;BLBD;(395, 14);Yes
2023-08-17 00:49:26;LFMDP;(395, 14);No
2023-08-17 00:49:28;PUBM;(395, 14);Yes
2023-08-17 00:49:31;HSTM;(395, 14);Yes
2023-08-17 00:49:33;VMEO;(395, 14);Yes
2023-08-17 00:49:35;DYN;(395, 14);Yes
2023-08-17 00:49:37;BMEA;(395, 14);Yes
2023-08-17 00:49:39;MVST;(395, 14);Yes
2023-08-17 00:49:41;AMTB;(395, 14);Yes
